ORTHODOX-KJV-TEXT	PATRIARCHAL-TEXT-1904-GREEK	ENGLISH-TRANSLITERATION
41Two women shall be grinding at the mill; the one shall be taken, and the other left.	δυο αληθουσαι εν τω μυλωνι μια παραλαμβανεται και μια αφιεται.	duo alethousai en to muloni mia paralambanetai kai mia aphietai.	Mat|24|41|
42Watch therefore: for ye know not what hour your [Lord LR.A->22] doth come.	γρηγορειτε ουν οτι ουκ οιδατε ποια ωρα ο κυριος υμων ερχεται.	gregoreite oun oti ouk oidate poia ora o kurios umon erchetai.	Mat|24|42|
43But know this, that if the goodman of the house had known in what watch the thief would come, he would have watched, and would not have suffered his house to be broken up.	εκεινο δε γινωσκετε οτι ει ηδει ο οικοδεσποτης ποια φυλακη ο κλεπτης ερχεται εγρηγορησεν αν και ουκ αν ειασε διορυγηναι την οικιαν αυτου.	ekeino de ginoskete oti ei edei o oikodespotes poia phulake o kleptes erchetai egregoresen an kai ouk an eiase diorugenai ten oikian autou.	Mat|24|43|
44Therefore be ye also ready: for in such an hour as ye think not The Son of man cometh.	δια τουτο και υμεις γινεσθε ετοιμοι οτι η ωρα ου δοκειτε ο υιος του ανθρωπου ερχεται.	dia touto kai umeis ginesthe etoimoi oti e ora ou dokeite o uios tou anthropou erchetai.	Mat|24|44|
45Who then is a faithful and wise servant, whom his [Lord LR.A->23] hath made ruler over His Household, to give them meat in due season?	τις αρα εστιν ο πιστος δουλος και φρονιμος ον κατεστησεν ο κυριος αυτου επι της θεραπειας αυτου του διδοναι αυτοις την τροφην εν καιρω	tis ara estin o pistos doulos kai phronimos on katestesen o kurios autou epi tes therapeias autou tou didonai autois ten trophen en kairo	Mat|24|45|
46Blessed is that servant, whom his [Lord LR.A->24] when He cometh shall find so doing.	μακαριος ο δουλος εκεινος ον ελθων ο κυριος αυτου ευρησει ποιουντα ουτως.	makarios o doulos ekeinos on elthon o kurios autou euresei poiounta outos.	Mat|24|46|
47[Amin AM.A->25] I say unto you, That He shall make him ruler over all His goods.	αμην λεγω υμιν οτι επι πασι τοις υπαρχουσιν αυτου καταστησει αυτον.	amen lego umin oti epi pasi tois uparchousin autou katastesei auton.	Mat|24|47|
48But and if that evil servant shall say in his heart, My [Lord LR.A->25] delayeth His coming;	εαν δε ειπη ο κακος δουλος εκεινος εν τη καρδια αυτου χρονιζει ο κυριος μου ελθειν	ean de eipe o kakos doulos ekeinos en te kardia autou chronizei o kurios mou elthein	Mat|24|48|
49And shall begin to smite his fellowservants, and to eat and drink with the drunken;	και αρξηται τυπτειν τους συνδουλους αυτου εσθιει δε και πινει μετα των μεθυοντων	kai arxetai tuptein tous sundoulous autou esthiei de kai pinei meta ton methuonton	Mat|24|49|
50The [Lord LR.A->26] of that servant shall come in a day when he looketh not for Him, and in an hour that he is not aware of,	ηξει ο κυριος του δουλου εκεινου εν ημερα η ου προσδοκα και εν ωρα η ου γιγνωσκει	exei o kurios tou doulou ekeinou en emera e ou prosdoka kai en ora e ou gignoskei	Mat|24|50|
51And shall cut him asunder, and appoint him his portion with the hypocrites: there shall be weeping and gnashing of teeth.	και διχοτομησει αυτον και το μερος αυτου μετα των υποκριτων θησει εκει εσται ο κλαυθμος και ο βρυγμος των οδοντων.	kai dichotomesei auton kai to meros autou meta ton upokriton thesei ekei estai o klauthmos kai o brugmos ton odonton.	Mat|24|51|
1Then shall The Kingdom of Heaven be likened unto ten virgins, which took their lamps, and went forth to meet The Bridegroom.	τοτε ομοιωθησεται η βασιλεια των ουρανων δεκα παρθενοις αιτινες λαβουσαι τας λαμπαδας αυτων εξηλθον εις απαντησιν του νυμφιου.	tote omoiothesetai e basileia ton ouranon deka parthenois aitines labousai tas lampadas auton exelthon eis apantesin tou numphiou.	Mat|25|1|
2And five of them were wise, and five were foolish.	πεντε δε ησαν εξ αυτων φρονιμοι και αι πεντε μωραι.	pente de esan ex auton phronimoi kai ai pente morai.	Mat|25|2|
3They that were foolish took their lamps, and took no oil with them:	αιτινες μωραι λαβουσαι τας λαμπαδας εαυτων ουκ ελαβον μεθ εαυτων ελαιον	aitines morai labousai tas lampadas eauton ouk elabon meth eauton elaion	Mat|25|3|
4But the wise took oil in their vessels with their lamps.	αι δε φρονιμοι ελαβον ελαιον εν τοις αγγειοις αυτων μετα των λαμπαδων αυτων.	ai de phronimoi elabon elaion en tois aggeiois auton meta ton lampadon auton.	Mat|25|4|
5While the Bridegroom tarried, they all slumbered and slept.	χρονιζοντος δε του νυμφιου ενυσταξαν πασαι και εκαθευδον.	chronizontos de tou numphiou enustaxan pasai kai ekatheudon.	Mat|25|5|
6And at midnight there was a cry made, Behold, The Bridegroom cometh; go ye out to meet Him.	μεσης δε νυκτος κραυγη γεγονεν ιδου ο νυμφιος ερχεται εξερχεσθε εις απαντησιν αυτου.	meses de nuktos krauge gegonen idou o numphios erchetai exerchesthe eis apantesin autou.	Mat|25|6|
7Then all those virgins arose, and trimmed their lamps.	τοτε ηγερθησαν πασαι αι παρθενοι εκειναι και εκοσμησαν τας λαμπαδας αυτων.	tote egerthesan pasai ai parthenoi ekeinai kai ekosmesan tas lampadas auton.	Mat|25|7|
8And the foolish said unto the wise, Give us of your oil; for our lamps are gone out.	αι δε μωραι ταις φρονιμοις ειπον δοτε ημιν εκ του ελαιου υμων οτι αι λαμπαδες ημων σβεννυνται.	ai de morai tais phronimois eipon dote emin ek tou elaiou umon oti ai lampades emon sbennuntai.	Mat|25|8|
9But the wise answered, saying, Not so; lest there be not enough for us and you: but go ye rather to them that sell, and buy for yourselves.	απεκριθησαν δε αι φρονιμοι λεγουσαι μηποτε ουκ αρκεση ημιν και υμιν πορευεσθε δε μαλλον προς τους πωλουντας και αγορασατε εαυταις.	apekrithesan de ai phronimoi legousai mepote ouk arkese emin kai umin poreuesthe de mallon pros tous polountas kai agorasate eautais.	Mat|25|9|
10And while they went to buy, The Bridegroom came; and they that were ready went in with Him to the marriage: and the door was shut.	απερχομενων δε αυτων αγορασαι ηλθεν ο νυμφιος και αι ετοιμοι εισηλθον μετ αυτου εις τους γαμους και εκλεισθη η θυρα.	aperchomenon de auton agorasai elthen o numphios kai ai etoimoi eiselthon met autou eis tous gamous kai ekleisthe e thura.	Mat|25|10|
11Afterward came also the other virgins, saying, [Lord LR.A->27], [Lord LR.A->28], open to us.	υστερον δε ερχονται και αι λοιπαι παρθενοι λεγουσαι κυριε κυριε ανοιξον ημιν.	usteron de erchontai kai ai loipai parthenoi legousai kurie kurie anoixon emin.	Mat|25|11|
12But He answered and said, [Amin AM.A->26] I say unto you, I know you not.	ο δε αποκριθεις ειπεν αμην λεγω υμιν ουκ οιδα υμας.	o de apokritheis eipen amen lego umin ouk oida umas.	Mat|25|12|
13Watch therefore, for ye know neither the day nor the hour wherein The Son of man cometh.	γρηγορειτε ουν οτι ουκ οιδατε την ημεραν ουδε την ωραν εν η ο υιος του ανθρωπου ερχεται.	gregoreite oun oti ouk oidate ten emeran oude ten oran en e o uios tou anthropou erchetai.	Mat|25|13|
14For {~} it is as a Man travelling into a far country, who called His own servants, and delivered unto them His goods.	῞ωπερ γαρ ανθρωπος αποδημων εκαλεσε τους ιδιους δουλους και παρεδωκεν αυτοις τα υπαρχοντα αυτου	῞oper gar anthropos apodemon ekalese tous idious doulous kai paredoken autois ta uparchonta autou	Mat|25|14|
15And unto one He gave five talents, to another two, and to another one; to every man according to his several ability; and straightway took His journey.	και ω μεν εδωκε πεντε ταλαντα ω δε δυο ω δε εν εκαστω κατα την ιδιαν δυναμιν και απεδημησεν ευθεως.	kai o men edoke pente talanta o de duo o de en ekasto kata ten idian dunamin kai apedemesen eutheos.	Mat|25|15|
16Then he that had received the five talents went and traded with the same, and made them other five talents.	πορευθεις δε ο τα πεντε ταλαντα λαβων ηργασατο εν αυτοις και εποιησεν αλλα πεντε ταλαντα.	poreutheis de o ta pente talanta labon ergasato en autois kai epoiesen alla pente talanta.	Mat|25|16|
