1. Forasmuch as many have taken in hand to set forth in order a declaration of those things which are most surely believed among us,	επειδηπερ πολλοι επεχειρησαν αναταξασθαι διηγησιν περι των πεπληροφορημενων εν ημιν πραγματων	epeideper polloi epecheiresan anataxasthai diegesin peri ton peplerophoremenon en emin pragmaton	Luk|1|1|
19. Then came to Him His [mother MR.A->e7] and His brethren, and could not come at Him for the press.	παρεγενετο δε προς αυτον η μητηρ και οι αδελφοι αυτου και ουκ ηδυναντο συντυχειν αυτω δια τον οχλον.	paregeneto de pros auton e meter kai oi adelphoi autou kai ouk edunanto suntuchein auto dia ton ochlon.	Luk|8|19|

20. And it was told Him by certain which said, Thy [mother MR.A->e8] and Thy brethren stand without, desiring to see Thee.	και απηγγελη αυτω λεγοντων η μητηρ σου και οι αδελφοι σου εστηκασιν εξω ιδειν σε θελοντες.	kai apeggele auto legonton e meter sou kai oi adelphoi sou estekasin exo idein se thelontes.	Luk|8|20|

21. And He answered and said unto them, My mother and My brethren are these which hear The Word of God, and do it.	ο δε αποκριθεις ειπε προς αυτους μητηρ μου και αδελφοι μου ουτοι εισιν οι τον λογον του θεου ακουοντες και ποιουντες αυτον.	o de apokritheis eipe pros autous meter mou kai adelphoi mou outoi eisin oi ton logon tou theou akouontes kai poiountes auton.	Luk|8|21|

22. Now it came to pass on a certain day, that He went into a ship with His disciples: and He said unto them, Let us go over unto the other side of the lake. And they launched forth.	και εγενετο εν μια των ημερων και αυτος ενεβη εις πλοιον και οι μαθηται αυτου και ειπε προς αυτους διελθωμεν εις το περαν της λιμνης και ανηχθησαν.	kai egeneto en mia ton emeron kai autos enebe eis ploion kai oi mathetai autou kai eipe pros autous dielthomen eis to peran tes limnes kai anechthesan.	Luk|8|22|

23. But as they sailed He fell asleep: and there came down a storm of wind on the lake; and they were filled with water, and were in jeopardy.	πλεοντων δε αυτων αφυπνωσε. και κατεβη λαιλαψ ανεμου εις την λιμνην και συνεπληρουντο και εκινδυνευον.	pleonton de auton aphupnose. kai katebe lailaps anemou eis ten limnen kai suneplerounto kai ekinduneuon.	Luk|8|23|

24. And they came to Him, and awoke Him, saying, [Master LM->12], [Master LM->13], we perish. Then He arose, and rebuked the wind and the raging of the water: and they ceased, and there was a calm.	προσελθοντες δε διηγειραν αυτον λεγοντες επιστατα επιστατα απολλυμεθα. ο δε εγερθεις επετιμησε τω ανεμω και τω κλυδωνι του υδατος και επαυσαντο και εγενετο γαληνη.	proselthontes de diegeiran auton legontes epistata epistata apollumetha. o de egertheis epetimese to anemo kai to kludoni tou udatos kai epausanto kai egeneto galene.	Luk|8|24|

25. And He said unto them, Where is your faith? And they being afraid wondered, saying one to another, What manner of Man is this! for He commandeth even the winds and water, and they obey Him.	ειπε δε αυτοις που εστιν η πιστις υμων φοβηθεντες δε εθαυμασαν λεγοντες προς αλληλους τις αρα ουτος εστιν οτι και τοις ανεμοις επιτασσει και τω υδατι και υπακουουσιν αυτω	eipe de autois pou estin e pistis umon phobethentes de ethaumasan legontes pros allelous tis ara outos estin oti kai tois anemois epitassei kai to udati kai upakouousin auto	Luk|8|25|

26. And they arrived at the country of the Gadarenes, which is over against Galilee.	και κατεπλευσαν εις την χωραν των γαδαρηνων ητις εστιν αντιπερα της γαλιλαιας.	kai katepleusan eis ten choran ton gadarenon etis estin antipera tes galilaias.	Luk|8|26|

27. And when He went forth to land, there met Him out of the city a certain man, which had devils long time, and ware no clothes, neither abode in any house, but in the tombs.	εξελθοντι δε αυτω επι την γην υπηντησεν αυτω αυτον ανηρ τις εκ της πολεως ος ειχε δαιμονια εκ χρονων ικανων και ιματιον ουκ ενεδιδυσκετο και εν οικια ουκ εμενεν αλλ εν τοις μνημασιν.	exelthonti de auto epi ten gen upentesen auto auton aner tis ek tes poleos os eiche daimonia ek chronon ikanon kai imation ouk enedidusketo kai en oikia ouk emenen all en tois mnemasin.	Luk|8|27|

28. When he saw Jesus, he cried out, and fell down before Him, and with a loud voice said, What have I to do with Thee, Jesus, Thou Son of God Most High? I beseech Thee, torment me not.	ιδων δε τον ιησουν και ανακραξας προσεπεσεν αυτω και φωνη μεγαλη ειπε τι εμοι και σοι ιησου υιε του θεου του υψιστου δεομαι σου μη με βασανισης.	idon de ton iesoun kai anakraxas prosepesen auto kai phone megale eipe ti emoi kai soi iesou uie tou theou tou upsistou deomai sou me me basanises.	Luk|8|28|

29. For He had commanded the unclean spirit to come out of the man. For oftentimes it had caught him: and he was kept bound with chains and in fetters; and he brake the bands, and was driven of the devil into the wilderness.	παρηγγειλε γαρ τω πνευματι τω ακαθαρτω εξελθειν απο του ανθρωπου. πολλοις γαρ χρονοις συνηρπακει αυτον και εδεσμειτο αλυσεσι και πεδαις φυλασσομενος και διαρρησσων τα δεσμα ηλαυνετο υπο του δαιμονος εις τας ερημους.	pareggeile gar to pneumati to akatharto exelthein apo tou anthropou. pollois gar chronois sunerpakei auton kai edesmeito alusesi kai pedais phulassomenos kai diarresson ta desma elauneto upo tou daimonos eis tas eremous.	Luk|8|29|

30. And Jesus asked him, saying, What is thy name? And he said, Legion: because many devils were entered into him.	επηρωτησε δε αυτον ο ιησους λεγων τι σοι εστιν ονομα ο δε ειπε λεγιων οτι δαιμονια πολλα εισηλθεν εις αυτον	eperotese de auton o iesous legon ti soi estin onoma o de eipe legion oti daimonia polla eiselthen eis auton	Luk|8|30|

31. And they besought Him that He would not command them to go out into the deep.	και παρεκαλει αυτον ινα μη επιταξη αυτοις εις την αβυσσον απελθειν.	kai parekalei auton ina me epitaxe autois eis ten abusson apelthein.	Luk|8|31|

32. And there was there an herd of many swine feeding on the mountain: and they besought Him that He would suffer them to enter into them. And He suffered them.	῏ην δε εκει αγελη χοιρων ικανων βοσκομενη εν τω ορει και παρεκαλουνν αυτον ινα επιτρεψη αυτοις εις εκεινους εισελθειν και επετρεψεν αυτοις.	῏en de ekei agele choiron ikanon boskomene en to orei kai parekalounn auton ina epitrepse autois eis ekeinous eiselthein kai epetrepsen autois.	Luk|8|32|

33. Then went the devils out of the man, and entered into the swine: and the herd ran violently down a steep place into the lake, and were choked.	εξελθοντα δε τα δαιμονια απο του ανθρωπου εισηλθον εις τους χοιρους και ωρμησεν η αγελη κατα του κρημνου εις την λιμνην και απεπνιγη.	exelthonta de ta daimonia apo tou anthropou eiselthon eis tous choirous kai ormesen e agele kata tou kremnou eis ten limnen kai apepnige.	Luk|8|33|

34. When they that fed them saw what was done, they fled, and went and told it in the city and in the country.	ιδοντες δε οι βοσκοντες το γεγενημενον εφυγον και απηγγειλαν εις την πολιν και εις τους αγρους.	idontes de oi boskontes to gegenemenon ephugon kai apeggeilan eis ten polin kai eis tous agrous.	Luk|8|34|

35. Then they went out to see what was done; and came to Jesus, and found the man, out of whom the devils were departed, sitting at the Feet of Jesus, clothed, and in his right mind: and they were afraid.	εξηλθον δε ιδειν το γεγονος και ηλθον προς τον ιησουν και ευρον καθημενον τον ανθρωπον αφ ου τα δαιμονια εξεληλυθει ιματισμενον και σωφρονουντα παρα τους ποδας του ιησου και εφοβηθησαν.	exelthon de idein to gegonos kai elthon pros ton iesoun kai euron kathemenon ton anthropon aph ou ta daimonia exeleluthei imatismenon kai sophronounta para tous podas tou iesou kai ephobethesan.	Luk|8|35|

36. They also which saw it told them by what means he that was possessed of the devils was healed.	απηγγειλαν δε αυτοις οι ιδοντες πως εσωθη ο δαιμονισθεις.	apeggeilan de autois oi idontes pos esothe o daimonistheis.	Luk|8|36|

37. Then the whole multitude of the country of the Gadarenes round about besought Him to depart from them; for they were taken with great fear: and He went up into the ship, and returned back again.	και ηρωτησεν αυτον απαν το πληθος της περιχωρου των γαδαρηνων απελθειν απ αυτων οτι φοβω μεγαλω συνειχοντο. αυτος δε εμβας εις πλοιον υπεστρεψεν.	kai erotesen auton apan to plethos tes perichorou ton gadarenon apelthein ap auton oti phobo megalo suneichonto. autos de embas eis ploion upestrepsen.	Luk|8|37|
